fuel_type,gearbox,mileage,model,name,place,price,seller_type,users_data,year
Benzyna,Automatyczna,42 000 km,Abarth,Abarth 595,Świdnica (Dolnośląskie),82 000,Prywatny sprzedawca,1 368 cm3 • 180 KM • Abarth 595 Competizione MTA,2019
Benzyna,Manualna,6 800 km,Abarth,Abarth 595,Świdnica (Dolnośląskie),149 000,Prywatny sprzedawca,1 368 cm3 • 180 KM • Abarth 595C Competizione Anniversario 70’,2020
Benzyna,Manualna,124 600 km,Abarth,Abarth 500,Wiśniowa (Małopolskie),41 000,Prywatny sprzedawca,1 368 cm3 • 160 KM • Abarth 500,2008
Benzyna,Manualna,18 589 km,Abarth,Abarth 595,Wrocław (Dolnośląskie),79 900,,"1 368 cm3 • 165 KM • Turismo, Bezwypadkowy, Salon Polska, 1 właściciel",2022
Benzyna,Manualna,120 000 km,Abarth,Abarth 500,Pleszew (Wielkopolskie),43 900,Prywatny sprzedawca,"1 368 cm3 • 135 KM • Abarth 500 1.4T 135KM, Klima, Skóra",2012
Benzyna,Manualna,31 190 km,Abarth,Abarth 595,Bielawa (Dolnośląskie),66 900,Prywatny sprzedawca,1 368 cm3 • 145 KM • Abarth 500 1.4 TURBO nawigacja,2022
Benzyna,Automatyczna,39 800 km,Abarth,Abarth 695,Warszawa (Mazowieckie),99 999,,1 368 cm3 • 180 KM • Competizione*Wydechy MONZA*Salon PL*Fv23%*Gwarancja*Automat*Navi*,2023
Benzyna,Automatyczna,1 km,Abarth,Abarth 124,Poznań (Wielkopolskie),1 000 000,,1 395 cm3 • 1 KM,2025
Benzyna,Manualna,34 755 km,Abarth,Abarth 595,Rudawa (Małopolskie),66 900,,1 368 cm3 • 163 KM • Navigacja Czujniki parkowania Skora,2019
Benzyna,Manualna,72 700 km,Abarth,Abarth 595,Kraków (Małopolskie),79 900,Prywatny sprzedawca,1 395 cm3 • 179 KM • Esseesse/Sabelt 70th/Akropovic/Carbon/max opcja,2020
Benzyna,Manualna,42 300 km,Abarth,Abarth 500 595 1.4 T-Jet 16v,Wieliczka (Małopolskie),52 600,Prywatny sprzedawca,1 368 cm3 • 145 KM • Abarth 595,2016
Benzyna,Manualna,95 000 km,Abarth,Abarth 595,Rybnik (Śląskie),49 900,,1 368 cm3 • 145 KM • 595 ABARTH 1.4 Turbo 145KM kubełkowe fotele/SPORT/alumki/serwisowany/,2017
Benzyna,Manualna,53 787 km,Abarth,Abarth 595,Warszawa (Mazowieckie),70 900,,1 368 cm3 • 165 KM • LIFT 1.4T Turismo Klimatronik Navi Skóra SportPack ParkAssist LED EDS,2018
Benzyna,Automatyczna,152 000 km,Abarth,Abarth 595,Lublin (Lubelskie),46 595,Prywatny sprzedawca,1 368 cm3 • 160 KM • cabrio automat doinwestowany perfekcyjny wygląd garażowany.,2010
Benzyna,Manualna,17 280 km,Abarth,Abarth 595,Katowice (Śląskie),75 000,Prywatny sprzedawca,"1 368 cm3 • 145 KM • Stan idealny, bezwypadkowy - potwierdzony w raporcie carvertical",2021
Benzyna,Automatyczna,30 000 km,Abarth,Abarth 695,Gliwice (Śląskie),103 900,,1 368 cm3 • 180 KM • Competizione Krajowy FV23%,2023
Benzyna,Manualna,54 202 km,Abarth,Abarth 500,Piaseczno (Mazowieckie),45 000,,"1 368 cm3 • 135 KM • 1.4 T-Jet Abarth , Salon Polska, Parktronic",2014
Elektryczny,Automatyczna,1 km,Abarth,Abarth 500,Poznań (Wielkopolskie),155 448,,"155 KM • NOWY ABARTH 500E Turismo 155KM, 2024r.",2024
Benzyna,Manualna,67 851 km,Abarth,Abarth 500,Kielce (Świętokrzyskie),61 000,Prywatny sprzedawca,1 368 cm3 • 145 KM • Sprzedam Abartha,2021
Benzyna,Automatyczna,31 653 km,Acura,Acura RDX,Łomża (Podlaskie),145 000,Prywatny sprzedawca,2 000 cm3 • 275 KM • Acura Rdx III,2021
Benzyna,Automatyczna,55 000 km,Acura,Acura RDX,Wyżne (Podkarpackie),142 000,Prywatny sprzedawca,1 998 cm3 • 272 KM • Acura RDX,2019
Benzyna,Automatyczna,16 771 km,Acura,Acura Inny,Oleśnica (Dolnośląskie),50 000,Prywatny sprzedawca,1 997 cm3 • 156 KM • Acura ILX Honda Accord niski przebieg oryginalny,2013
Benzyna,Automatyczna,39 500 km,Acura,Acura MDX 3.7 V6 Base,Rzeszów (Podkarpackie),249 500,Prywatny sprzedawca,3 664 cm3 • 300 KM • ACURA MDX 3.5 V6 A-Spec,2022
Benzyna,Automatyczna,130 173 km,Acura,Acura MDX 3.7 V6 Base,Czarnylas (Wielkopolskie),155 000,Prywatny sprzedawca,3 664 cm3 • 300 KM • Sprzedam ACURA MDX 3.6 V6 2017,2017
Benzyna,Automatyczna,255 000 km,Acura,Acura TL 3.2,Gdynia (Pomorskie),27 500,Prywatny sprzedawca,"3 210 cm3 • 270 KM • Acura TL 2005 3,2 V6 V-TEC 270 koni",2005
Benzyna,Automatyczna,5 227 km,Acura,Acura MDX,Mińsk Mazowiecki (Mazowieckie),182 000,,"3 500 cm3 • 290 KM • 2024, 3.5L, 4x4, TECHNOLOGY, porysowany lakier",2024
Benzyna,Automatyczna,85 903 km,Acura,Acura RDX,Białystok (Podlaskie),140 000,Prywatny sprzedawca,1 996 cm3 • 272 KM • Acura RDX ADVANCE *Honda Premium*,2019
Benzyna,Automatyczna,103 995 km,Acura,Acura MDX,Kiekrz (Wielkopolskie),94 999,Prywatny sprzedawca,3 471 cm3 • 254 KM • Moje prywatne auto od 4 lat,2014
Benzyna,Automatyczna,118 000 km,Acura,Acura MDX 3.7 V6 Base,Kraków (Małopolskie),109 000,Prywatny sprzedawca,"3 664 cm3 • 300 KM • Acura MDX Advance 300KM, 4x4=SH-AWD",2014
Benzyna,Automatyczna,149 000 km,Acura,Acura MDX 3.7 V6 Base,Kraków (Małopolskie),79 900,Prywatny sprzedawca,3 664 cm3 • 300 KM • Stan Idealny !!! 4x4 SH-AWD !!!,2013
Benzyna,Automatyczna,69 500 km,Acura,Acura RDX,Wrocław (Dolnośląskie),170 000,Prywatny sprzedawca,1 996 cm3 • 272 KM • 2022 Po lifcie,2022
Benzyna,Automatyczna,28 600 km,Acura,Acura RDX,Wrocław (Dolnośląskie),165 000,Prywatny sprzedawca,1 996 cm3 • 276 KM • Acura RDX,2023
Benzyna,Automatyczna,37 000 km,Acura,Acura Inny,Ząbki (Mazowieckie),119 000,Prywatny sprzedawca,"3 471 cm3 • 320 KM • Acura TLX Tech 3,5 FWD 2019",2019
Benzyna,Automatyczna,118 000 km,Acura,Acura RDX,Liszki (Małopolskie),139 000,Prywatny sprzedawca,1 996 cm3 • 272 KM • Acura RDX Wersja A-SPEC 4X4 SH-AWD 2.0 272KM.,2019
Benzyna,Automatyczna,61 000 km,Acura,Acura RDX,Stargard (Zachodniopomorskie),139 900,Prywatny sprzedawca,1 996 cm3 • 272 KM • ACURA A-Spec AWD 4x4 272 KM,2021
Diesel,Manualna,186 500 km,BMW,BMW Seria 5 520d Touring,Mrągowo (Warmińsko-mazurskie),38 900,Prywatny sprzedawca,1 995 cm3 • 184 KM • STAN ! przeb. 186 tkm,2010
Diesel,Automatyczna,46 000 km,BMW,BMW X5 xDrive25d sport,Kraków (Małopolskie),269 900,,"1 995 cm3 • 231 KM • 25d mSport, adaptive LED, gwarancja, faktura VAT 23%",2023
Diesel,Automatyczna,101 439 km,BMW,BMW X5 xDrive30d sport,Bieńkówka (Małopolskie),220 000,Prywatny sprzedawca,2 993 cm3 • 265 KM,2019
Diesel,Automatyczna,214 250 km,BMW,BMW Seria 2 218d,Wschowa (Lubuskie),46 500,Prywatny sprzedawca,1 995 cm3 • 150 KM • BMW Seria 2 218d Active Tourer,2015
Diesel,Automatyczna,218 500 km,BMW,BMW Seria 4 435d xDrive M Sport,Wrocław (Dolnośląskie),95 000,Prywatny sprzedawca,"2 993 cm3 • 313 KM • REZERWACJA // BMW 435xd M-Sport 2 właściciel, gwarantowany przebieg",2014
Diesel,Automatyczna,70 000 km,BMW,BMW X1 xDrive20d xLine,Brzesko (Małopolskie),92 000,Prywatny sprzedawca,1 995 cm3 • 150 KM • BMW X1 XDrive 2018,2018
Benzyna+LPG,Manualna,371 000 km,BMW,BMW Seria 3 323i,Ostrowiec Świętokrzyski (Świętokrzyskie),16 900,Prywatny sprzedawca,"2 494 cm3 • 170 KM • BMW 323i 170km doinwestowanie nie swap, roczny gaz!!!",1998
Benzyna,Automatyczna,16 000 km,BMW,BMW X3 xDrive20i,Słupsk (Pomorskie),170 000,Prywatny sprzedawca,"1 998 cm3 • 184 KM • Salon Polska ,Okazja.",2021
Benzyna,Automatyczna,149 000 km,BMW,BMW X5 xDrive35i,Zamość (Lubelskie),109 900,Prywatny sprzedawca,"2 979 cm3 • 306 KM • BMW X5 F15 2016r 3,0 benzyna 306KM. Zamiana na DURANGO, RAM",2016
Benzyna,Automatyczna,5 km,BMW,BMW M5 Competition,Kraków (Małopolskie),670 900,,4 395 cm3 • 625 KM • M5 727 KM xDrive najnowszy model dostępny od ręki BMW PL,2024
Benzyna,Automatyczna,5 000 km,BMW,BMW X1 sDrive18i,Kraków (Małopolskie),179 900,,1 499 cm3 • 136 KM • X1 sDrive18i 140KM M Pakiet dostępny od ręki Dealer BMW PL,2024
Hybryda Plug-in,Automatyczna,26 350 km,BMW,BMW X5,Łukanowice (Małopolskie),299 900,,2 998 cm3 • 394 KM • BMW X5 xDrive45e M-Sport Dealer BMW M-Cars Kraków,2021
Benzyna,Automatyczna,73 000 km,BMW,BMW Seria 1 118i,Bielsko-Biała (Śląskie),62 000,Prywatny sprzedawca,"1 499 cm3 • 136 KM • BMW serii 1 - 118i F20, Salon PL, Pierwszy właściciel",2019
Hybryda Plug-in,Automatyczna,50 000 km,BMW,BMW Seria 3 320e M Sport sport,Leszno (Wielkopolskie),79 700,Prywatny sprzedawca,1 998 cm3 • 163 KM • M-Sport Reflektory Laserowe,2021
Benzyna,Manualna,204 600 km,BMW,BMW Seria 1 116i,Kielce (Świętokrzyskie),24 500,Prywatny sprzedawca,"1 598 cm3 • 136 KM • Bez wkładu własnego, długie opłaty",2011
Benzyna,Automatyczna,87 000 km,BMW,BMW Seria 5 530i xDrive,Warszawa (Mazowieckie),126 500,Prywatny sprzedawca,"1 998 cm3 • 252 KM • Auto krajowe, xDrive, M-Pakiet, niski przebieg, serwisowany",2017
Benzyna,Automatyczna,38 200 km,BMW,BMW X3,Warszawa (Mazowieckie),114 900,Prywatny sprzedawca,1 998 cm3 • 252 KM • BMW X3 G01 2021 rok 39 000km X LINE Panorama LED Car Play,2021
Diesel,Automatyczna,258 000 km,BMW,BMW Seria 3 320d,Wrocław (Dolnośląskie),59 900,Prywatny sprzedawca,1 995 cm3 • 190 KM • BMW 3GT 320d - automat- koła letnie/zimowe,2016
Benzyna,Automatyczna,88 654 km,BMW,BMW X1,Warszawa (Mazowieckie),88 500,Prywatny sprzedawca,"1 998 cm3 • 231 KM • Sdrive 2,8i, 245KM, panorama, skóry, osoba prywatna",2019
Benzyna,Automatyczna,53 000 km,BMW,BMW Seria 3 330i,Poniec (Wielkopolskie),114 900,Prywatny sprzedawca,1 998 cm3 • 258 KM • BMW 330i seria 3 Niski przebieg,2019
Benzyna+LPG,Automatyczna,400 000 km,BMW,BMW Seria 5,Bydgoszcz (Kujawsko-pomorskie),10 500,Prywatny sprzedawca,2 494 cm3 • 192 KM • BMW Seria 5 525i,2001
Diesel,Manualna,205 000 km,BMW,BMW Seria 3 320d,Gowarzewo (Wielkopolskie),55 555,Prywatny sprzedawca,1 995 cm3 • 183 KM • Bmw Seria 3 2013 Super stan M Sport 2.0 Diesel,2013
Benzyna,Automatyczna,130 000 km,BMW,BMW Seria 4 428i xDrive M Sport,Wrocław (Dolnośląskie),94 999,Prywatny sprzedawca,1 997 cm3 • 245 KM • BMW F36 428i M pakiet Xdrive 2016 Salon Polska Gran Coupe,2016
Benzyna,Automatyczna,78 400 km,BMW,BMW X6 xDrive40i,Szczecin (Zachodniopomorskie),279 000,Prywatny sprzedawca,2 998 cm3 • 340 KM • BMW Premium Selection!! !Gwarancja 24m-ce. Pakiet Naprawczy BMW,2020
Benzyna,Automatyczna,137 282 km,BMW,BMW Seria 3 M340i xDrive sport,Warszawa (Mazowieckie),189 900,Prywatny sprzedawca,2 998 cm3 • 374 KM • BMW M340i x-drive warszawa,2020
Hybryda Plug-in,Automatyczna,85 000 km,BMW,BMW Seria 5 550e xDrive,Zielona Góra (Lubuskie),38 000,Prywatny sprzedawca,"2 998 cm3 • 313 KM • BMW 545e xDrive 2021 – Hybryda Plug-in, Bogate Wyposażenie, Uszkodzone",2021
Diesel,Automatyczna,274 000 km,BMW,BMW Seria 5 520d Touring,Żelazowa Wola (Mazowieckie),50 900,Prywatny sprzedawca,1 995 cm3 • 184 KM • Automat !!! Skóra !!! X-Drive !!! 100% Oryginalny lakier !!!,2014
Benzyna,Automatyczna,38 000 km,BMW,BMW M5 Competition,Lublin (Lubelskie),285 000,Prywatny sprzedawca,4 395 cm3 • 625 KM • M5 Competition 2020,2020
Diesel,Automatyczna,1 km,BMW,BMW Seria 2 218d M Sport sport,Warszawa (Mazowieckie),184 295,,1 995 cm3 • 150 KM • 218d M 150KM Sport sport-automat - Od ręki !,2024
Diesel,Automatyczna,226 000 km,BMW,BMW Seria 6 635d,Poznań (Wielkopolskie),54 900,Prywatny sprzedawca,2 993 cm3 • 286 KM • Stan pojazdu - bardzo dobry.,2008
Benzyna,Automatyczna,33 000 km,BMW,BMW Seria 4 430i GPF M Sport sport,Sędziszów Małopolski (Podkarpackie),119 000,Prywatny sprzedawca,1 998 cm3 • 252 KM • BMW 430XI 2019 M-pakiet salon Polska,2019
Diesel,Automatyczna,108 000 km,BMW,BMW X1 sDrive16d Advantage,Odolanów (Wielkopolskie),82 999,Prywatny sprzedawca,"1 496 cm3 • 116 KM • po liftingu, Automat, Reflektory Full Led,Navi",2020
